Rut Compañía;Compañía;Tipo;N° Patente;Marca;Modelo;Año;Color;Tipo de Siniestro/Perdida;Estado;Tipo operación;Fecha Operación;Monto Percibido M$
99061000-2;LIBERTY SEGUROS GENERALES;1;BTTY 91;SUZUKI;SX4 GLX SPORT 1.6 AT;2008;PLATEADO PLATA;2;3;1;23-11-2016;2162
99061000-2;LIBERTY SEGUROS GENERALES;7;BVWW 45;HYUNDAI;NEW H1 GL TCI 2.5;2009;BLANCO;2;3;1;23-11-2016;3413,66
99061000-2;LIBERTY SEGUROS GENERALES;7;BYWB 91;FIAT;FIORINO 1.3;2009;BLANCO BANCHISA;2;3;1;23-11-2016;1269
99061000-2;LIBERTY SEGUROS GENERALES;1;CFVV 88;CHEVROLET;AVEO NB 1.4;2010;GRIS URBAN;2;3;1;27-09-2016;2044,5
99061000-2;LIBERTY SEGUROS GENERALES;2;CHHH 76;NISSAN;NAVARA 4X4;2010;BLANCO;2;3;1;27-09-2016;3619
99061000-2;LIBERTY SEGUROS GENERALES;1;CHRC 45;CHEVROLET;OPTRA II LS NB 1.6;2010;PLATEADO METALICO;2;3;1;23-11-2016;2241,9
99061000-2;LIBERTY SEGUROS GENERALES;1;CTHD 21;KIA MOTORS;RIO JB EX DAB 1.4;2011;PLATEADO PLATA TITAN;2;3;1;23-11-2016;2326,5
99061000-2;LIBERTY SEGUROS GENERALES;7;CVKZ 78;LAND ROVER;DISCOVERY 4.3.0 V6 DSLHSE;2011;AZUL BALTICO;2;3;1;23-11-2016;6815,66
99061000-2;LIBERTY SEGUROS GENERALES;7;CWZX 57;KIA MOTORS;SOUL LX 1.6;2011;PLATEADO PLATA BRILL;2;3;1;25-10-2016;2924,3
99061000-2;LIBERTY SEGUROS GENERALES;1;CXJR 57;BMW;316 I 1.6 AUT;2011;GRIS METALICO;2;3;1;27-09-2016;4708,38
99061000-2;LIBERTY SEGUROS GENERALES;1;CZYR 68;RENAULT;SANDERO;2011;GRIS ESTRELLA;2;3;1;23-11-2016;2397
99061000-2;LIBERTY SEGUROS GENERALES;2;DBKK 22;KIA MOTORS;FRONTIER II PLUS 2.5;2011;BLANCO INVIERNO;2;3;1;23-11-2016;4850,87
99061000-2;LIBERTY SEGUROS GENERALES;2;DBPZ 55;NISSAN;TERRANO DCAB DXS 2.4;2011;BLANCO;2;3;1;23-11-2016;3227,72
99061000-2;LIBERTY SEGUROS GENERALES;2;DBWS 53;TOYOTA;HILUX DCAB TURBO 2.5;2011;GRIS METALICO;2;3;1;23-11-2016;4956,78
99061000-2;LIBERTY SEGUROS GENERALES;7;DBXK 19;MERCEDES BENZ;VIANO FUN;2011;GRIS;1;1;1;23-11-2016;3263,47
99061000-2;LIBERTY SEGUROS GENERALES;7;DCGH 84;VOLKSWAGEN;TOUAREG 3.0;2011;NEGRO PERLADO;2;3;1;25-10-2016;10340
99061000-2;LIBERTY SEGUROS GENERALES;2;DDBR 94;FORD;RANGER XLT 4X4 2.5;2011;ROJO NIFTY;2;3;1;27-09-2016;4187,7
99061000-2;LIBERTY SEGUROS GENERALES;2;DDGD 32;CHEVROLET;MONTANA II RC 1.8;2012;PLATEADO PLATA POLAR;2;3;1;23-11-2016;2491
99061000-2;LIBERTY SEGUROS GENERALES;7;DDYJ 85;SUZUKI;GRAND NOMADE GLX SPORT 2.4;2011;PLATEADO;2;3;1;23-11-2016;3548,5
99061000-2;LIBERTY SEGUROS GENERALES;7;DGJB 80;SUZUKI;JIMNY JLX SPORT 1.3;2011;BLANCO;2;3;1;23-11-2016;2538
99061000-2;LIBERTY SEGUROS GENERALES;2;DJPR 95;KIA MOTORS;FRONTIER;2012;BLANCO INVIERNO;2;3;1;23-11-2016;4653
99061000-2;LIBERTY SEGUROS GENERALES;7;DJWB 60;KIA MOTORS;SPORTAGE LX 2.0;2012;PLATEADO PLATA BRILL;2;3;1;23-11-2016;5611,66
99061000-2;LIBERTY SEGUROS GENERALES;1;DJXR 94;SUBARU;LEGACY 2.0;2012;PLATEADO ACERO METAL;2;3;1;23-11-2016;3968,52
99061000-2;LIBERTY SEGUROS GENERALES;7;DLSS 70;MERCEDES BENZ;AXOR 1935 LS TURBO;2012;BLANCO ARTICO;1;1;1;23-11-2016;5689
99061000-2;LIBERTY SEGUROS GENERALES;1;DPDH 69;VOLVO;S60 COMFORT;2012;NEGRO ZAFIRO METAL;2;3;1;25-10-2016;5358
99061000-2;LIBERTY SEGUROS GENERALES;7;DRJT 78;RENAULT;KANGOO FASE II 1.5;2012;BLANCO GLACIER;2;3;1;23-11-2016;3011,66
99061000-2;LIBERTY SEGUROS GENERALES;2;DTBC 84;TOYOTA;HILUX DCAB DX TURBO 2.5;2012;GRIS OSCURO MICA MET;1;1;1;27-09-2016;3180
99061000-2;LIBERTY SEGUROS GENERALES;7;DTCR 34;HYUNDAI;NEW TUCSON GLS 4X4 2.0 AUT;2013;PLATEADO;2;3;1;23-11-2016;6528,3
99061000-2;LIBERTY SEGUROS GENERALES;1;DTVB 58;MINI;COOPER HATCHBACK;2012;NEGRO;2;3;1;25-10-2016;6499,7
99061000-2;LIBERTY SEGUROS GENERALES;7;DVBJ 45;JEEP;GRAND CHEROKEE LTD LX 4X4 3.6;2012;GRIS ACERO PLATA;2;3;1;23-11-2016;5815,66
99061000-2;LIBERTY SEGUROS GENERALES;1;DVVP 29;CHEVROLET;SPARK GT HB LT 1.2;2012;NEGRO;2;3;1;23-11-2016;2082,72
99061000-2;LIBERTY SEGUROS GENERALES;1;DXBH 72;CHEVROLET;SPARK GT HB LT 1.2;2012;BLANCO;2;3;1;23-11-2016;2031,01
99061000-2;LIBERTY SEGUROS GENERALES;2;DXWP 28;CHEVROLET;D MAX E4 DCAB 4WD 2.5;2014;BLANCO;2;3;1;23-11-2016;4794
99061000-2;LIBERTY SEGUROS GENERALES;1;DYDH 57;OPEL;CORSA OPC HB 1.6;2012;NEGRO CARBON FLASH;2;3;1;27-09-2016;5081
99061000-2;LIBERTY SEGUROS GENERALES;7;DYZG 74;VOLKSWAGEN;TRANSPORTER DELIVERY VAN TDI 2;2012;BLANCO CANDY;2;3;1;23-11-2016;1800
99061000-2;LIBERTY SEGUROS GENERALES;7;DZSD 98;NISSAN;XTRAIL X 4X4 2.5 AUT;2013;BLANCO PERLADO;2;3;1;23-11-2016;6750
99061000-2;LIBERTY SEGUROS GENERALES;1;DZVG 13;CHEVROLET;SAIL LS PWR 1.4;2012;BLANCO;2;3;1;23-11-2016;1992,8
99061000-2;LIBERTY SEGUROS GENERALES;7;FCHY 10;CHEVROLET;N300 MAX VAN 1.2;2014;BLANCO;2;3;1;23-11-2016;1935,72
99061000-2;LIBERTY SEGUROS GENERALES;1;FDCL 97;TOYOTA;YARIS XLI 1.5;2013;PLATEADO METALICO;2;3;1;23-11-2016;3450
99061000-2;LIBERTY SEGUROS GENERALES;1;FFTP 61;TOYOTA;URBAN CRUISER 1.3;2013;BLANCO PERLADO;2;3;1;23-11-2016;4800,66
99061000-2;LIBERTY SEGUROS GENERALES;1;FGWX 23;VOLKSWAGEN;GOL G5 TRENDLINE 1.6;2013;BLANCO CANDY;2;3;1;23-11-2016;2776,76
99061000-2;LIBERTY SEGUROS GENERALES;1;FHFD 18;CHEVROLET;SPARK GT HB 1.2;2013;BLANCO;2;3;1;27-09-2016;2088,88
99061000-2;LIBERTY SEGUROS GENERALES;1;FHLH 94;AUDI;A6 3.0 AUT;2013;BLANCO IBIS;2;3;1;23-11-2016;9165
99061000-2;LIBERTY SEGUROS GENERALES;1;FPFH 44;VOLVO;S60 R DESIGN;2013;PLATEADO ELECTRICO M;2;3;1;23-11-2016;6520,89
99061000-2;LIBERTY SEGUROS GENERALES;7;FPJH 23;LAND ROVER;FREELANDER 2 2.0;2013;BLANCO FUJI;2;3;1;23-11-2016;7938,3
99061000-2;LIBERTY SEGUROS GENERALES;7;FPPK 77;TOYOTA;RAV 4;2013;PLATEADO SILVER META;2;3;1;23-11-2016;4050
99061000-2;LIBERTY SEGUROS GENERALES;1;FRPK 61;CHEVROLET;SAIL II LS 1.4;2013;ROJO;2;3;1;23-11-2016;2115
99061000-2;LIBERTY SEGUROS GENERALES;7;FRTT 68;HYUNDAI;NEW H1 GL 2.5;2013;BLANCO;2;3;1;23-11-2016;5640
99061000-2;LIBERTY SEGUROS GENERALES;2;FSVF 69;NISSAN;TERRANO DX D CAB 2.4;2014;BLANCO;2;3;1;23-11-2016;3760
99061000-2;LIBERTY SEGUROS GENERALES;1;FTDC 95;MERCEDES BENZ;A200 BLUEEFFICIENCY;2013;ROJO;2;3;1;23-11-2016;9101
99061000-2;LIBERTY SEGUROS GENERALES;2;FTSF 99;GREAT WALL;WINGLE 5 DCAB 2.0;2013;ROJO JOYA;2;3;1;23-11-2016;2834,15
99061000-2;LIBERTY SEGUROS GENERALES;1;FTVV 25;NISSAN;MARCH ADVANCE 1.6;2013;GRIS OSCURO;2;3;1;23-11-2016;2491
99061000-2;LIBERTY SEGUROS GENERALES;1;FWSY 23;CHEVROLET;SONIC II LT HB 1.6;2013;AZUL CLARO MET;1;1;1;23-11-2016;1766
99061000-2;LIBERTY SEGUROS GENERALES;2;FWWS 52;TOYOTA;HILUX 2.5;2013;GRIS OSCURO MICA MET;2;3;1;23-11-2016;5170
99061000-2;LIBERTY SEGUROS GENERALES;2;FXLP 22;NISSAN;TERRANO AX D CAB 2.5;2013;ROJO;1;1;1;23-11-2016;1696
99061000-2;LIBERTY SEGUROS GENERALES;2;FYLF 78;CHEVROLET;DMAX 2.5;2014;ROJO;2;3;1;23-11-2016;4935
99061000-2;LIBERTY SEGUROS GENERALES;7;FYLZ 56;RENAULT;PREMIUM 460;2014;BLANCO;1;1;1;23-11-2016;3392
99061000-2;LIBERTY SEGUROS GENERALES;1;GBGH 68;VOLKSWAGEN;GOL G5 1.6;2014;PLATEADO PLATA SIRIU;2;3;1;23-11-2016;2589,7
99061000-2;LIBERTY SEGUROS GENERALES;2;GCPT 61;FORD;RANGER DCAB XLT 3.2;2014;NEGRO;2;3;1;23-11-2016;7310,85
99061000-2;LIBERTY SEGUROS GENERALES;2;GGBB 67;KIA MOTORS;FRONTIER SR 2.5;2014;BLANCO INVIERNO;2;3;1;25-10-2016;7750
99061000-2;LIBERTY SEGUROS GENERALES;2;GGBL 16;TOYOTA;HILUX D CAB 4X4 2.5;2014;ROJO SUPER;1;1;1;23-11-2016;3146,96
99061000-2;LIBERTY SEGUROS GENERALES;7;GGZF 99;FIAT;FIORINO CITY 1.4;2014;BLANCO BANCHISA;2;3;1;23-11-2016;2726
99061000-2;LIBERTY SEGUROS GENERALES;1;GJCY 27;MINI;JCW HB 1.6;2014;NEGRO;2;3;1;23-11-2016;5815,66
99061000-2;LIBERTY SEGUROS GENERALES;1;GJSL 33;MITSUBISHI;MIRAGE GLX 1.2;2014;GRIS GRAFITO MICA;2;3;1;23-11-2016;2538
99061000-2;LIBERTY SEGUROS GENERALES;2;GKWX 79;MAZDA;BT 50 DCAB SDX 4X4 3.2 AT.;2014;PLATEADO;2;3;1;25-10-2016;8695
99061000-2;LIBERTY SEGUROS GENERALES;2;GKZX 46;SSANGYONG;NEW ACTYON SPORT 2.0;2014;NEGRO;1;1;1;23-11-2016;2313,31
99061000-2;LIBERTY SEGUROS GENERALES;2;GSFZ 19;FIAT;STRADA TREKKING DCAB 1.4;2014;NEGRO VESUVIO;2;3;1;23-11-2016;3411,66
99061000-2;LIBERTY SEGUROS GENERALES;1;GSZS 24;BMW;320;2014;GRIS MINERAL METALIZ;2;3;1;23-11-2016;4200
99061000-2;LIBERTY SEGUROS GENERALES;1;GTFH 40;CHEVROLET;SAIL II LS 1.4;2014;GRIS PIEDRA;2;3;1;23-11-2016;2280,55
99061000-2;LIBERTY SEGUROS GENERALES;1;GWFD 49;HYUNDAI;GRAND I10 BA LS 1.2;2015;GRIS GRAFITO;2;3;1;25-10-2016;2773
99061000-2;LIBERTY SEGUROS GENERALES;2;GWWX 19;CHEVROLET;D-MAX 2.5;2015;BLANCO;1;1;1;23-11-2016;1944,04
99061000-2;LIBERTY SEGUROS GENERALES;2;GYFF 84;MITSUBISHI;L-200 KATANA CRM 4X4;2015;BLANCO FAIRY;2;3;1;23-11-2016;4500
99061000-2;LIBERTY SEGUROS GENERALES;1;HCCV 47;CHEVROLET;SAIL 1.4;2015;NARANJO METALICO;1;1;1;23-11-2016;1229,6
99061000-2;LIBERTY SEGUROS GENERALES;2;HCJZ 57;KIA MOTORS;FRONTIER SR 2.5;2015;BLANCO INVIERNO;2;3;1;23-11-2016;5564,93
99061000-2;LIBERTY SEGUROS GENERALES;7;HCXK 12;PEUGEOT;2008 ALLURE E HDI 1.6;2015;BLANCO NACAR;2;3;1;23-11-2016;5828
99061000-2;LIBERTY SEGUROS GENERALES;7;HDKJ 48;LAND ROVER;EVOQUE;2015;PLATEADO INDUS;1;1;1;23-11-2016;3249,63
99061000-2;LIBERTY SEGUROS GENERALES;1;HFSY 17;MERCEDES BENZ;A200 BLUEEFFICIENCY;2015;GRIS;2;3;1;27-09-2016;8629,2
99061000-2;LIBERTY SEGUROS GENERALES;2;HFXC 81;MITSUBISHI;L200 KATANA CRT 2.5;2015;ROJO;2;3;1;23-11-2016;5082,29
99061000-2;LIBERTY SEGUROS GENERALES;2;HGBL 95;TOYOTA;HILUX 2.5;2015;ROJO SUPER;1;1;1;23-11-2016;3085,71
99061000-2;LIBERTY SEGUROS GENERALES;2;HGXL 52;KIA MOTORS;FRONTIER DCAB SR 2.5;2015;BLANCO INVIERNO;2;3;1;23-11-2016;5702,98
99061000-2;LIBERTY SEGUROS GENERALES;7;HGYC 34;CHEVROLET;N300 MAX VAN 1.2;2015;BLANCO;2;3;1;23-11-2016;1871,7
99061000-2;LIBERTY SEGUROS GENERALES;2;HHWG 53;KIA MOTORS;FRONTIER DCAB SR 2.5;2015;BLANCO INVIERNO;2;3;1;23-11-2016;5481,01
99061000-2;LIBERTY SEGUROS GENERALES;7;HJBB 72;SSANGYONG;KORANDO XDI 2.0;2016;GRIS OSCURO;2;3;1;23-11-2016;5456,1
99061000-2;LIBERTY SEGUROS GENERALES;7;HJJJ 63;RENAULT;DOKKER III 1.5;2015;BLANCO GLACIER;2;3;1;23-11-2016;3666
99061000-2;LIBERTY SEGUROS GENERALES;1;HKDY 39;SUZUKI;ALTO DLX 800;2015;AZUL PERLADO;2;3;1;23-11-2016;1941,1
99061000-2;LIBERTY SEGUROS GENERALES;2;HKPC 15;MITSUBISHI;L200 WORK CR 2.5;2015;GRIS PLATA;1;1;1;23-11-2016;2781,55
99061000-2;LIBERTY SEGUROS GENERALES;1;HKWS 80;KIA MOTORS;RIO 5 EX 1.4;2016;BLANCO INVIERNO;2;3;1;23-11-2016;4909,66
99061000-2;LIBERTY SEGUROS GENERALES;2;HPVD 70;VOLKSWAGEN;AMAROK COMFORT 2.0;2016;PLATEADO PLATA REFLE;2;3;1;23-11-2016;7318,13
99061000-2;LIBERTY SEGUROS GENERALES;1;HPVT 72;VOLVO;V40 D2 COMFORT 2.0;2016;PLATEADO ELECTRICO M;2;3;1;23-11-2016;6907,81
99061000-2;LIBERTY SEGUROS GENERALES;1;HRHG 65;RENAULT;SYMBOL;2016;BEIGE CENIZA;2;3;1;27-09-2016;2525,38
99061000-2;LIBERTY SEGUROS GENERALES;7;HRHR 98;RENAULT;DUSTER DYNAMIQUE;2016;VERDE AMAZONAS;1;1;1;23-11-2016;1266,5
99061000-2;LIBERTY SEGUROS GENERALES;1;HRKC 86;KIA MOTORS;RIO 4 EX 1.4;2016;BLANCO INVIERNO;2;3;1;23-11-2016;3883,66
99061000-2;LIBERTY SEGUROS GENERALES;2;HRKK 45;NISSAN;NP300 DCAB 4X4 2.3;2016;ROJO;2;3;1;23-11-2016;7841,95
99061000-2;LIBERTY SEGUROS GENERALES;1;HRRV 59;HYUNDAI;I10 BA GL 1.0;2016;PLATEADO;2;3;1;23-11-2016;2649,74
99061000-2;LIBERTY SEGUROS GENERALES;1;HSDZ 97;HYUNDAI;ACCENT;2016;BLANCO;2;3;1;23-11-2016;3150
99061000-2;LIBERTY SEGUROS GENERALES;1;HVBW 12;SUZUKI;ALTO GL800;2016;BLANCO;2;3;1;23-11-2016;1000
99061000-2;LIBERTY SEGUROS GENERALES;2;HVSH 97;FORD;RANGER 4X4 XLT;2016;BLANCO;2;3;1;23-11-2016;8032,3
99061000-2;LIBERTY SEGUROS GENERALES;1;HYXZ 66;KIA MOTORS;OPTIMA EX 2.0 AUT;2016;PLATEADO PLATA SUAVE;2;3;1;23-11-2016;6437,81
99061000-2;LIBERTY SEGUROS GENERALES;1;HZBK 99;FIAT;UNO WAY EVO 1.4;2016;BLANCO BANCHISA;2;3;1;23-11-2016;2752,65
99061000-2;LIBERTY SEGUROS GENERALES;2;JCRS 55;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2016;GRIS GRAFITO;2;3;1;23-11-2016;7943
99061000-2;LIBERTY SEGUROS GENERALES;7;JF 3246;TREMAC;SRTQ A 16.5 3 R;2010;NARANJO;2;3;2;23-11-2016;2311,66
99061000-2;LIBERTY SEGUROS GENERALES;1;MY 7986;NISSAN;V16 SENTRA 1.6;2007;PLATEADO;2;3;1;23-11-2016;1222
99061000-2;LIBERTY SEGUROS GENERALES;1;MZ 6519;CHEVROLET;AVEO II LS 1.4;2007;PLATEADO POLY;2;3;1;23-11-2016;1551
99061000-2;LIBERTY SEGUROS GENERALES;7;TL 6219;CHEVROLET;SUBURBAN 5.7;1999;BEIGE;2;3;1;23-11-2016;2115
99061000-2;LIBERTY SEGUROS GENERALES;7;UK 1597;SUZUKI;BALENO;2001;PLATEADO;2;3;1;27-09-2016;1198,29
99061000-2;LIBERTY SEGUROS GENERALES;2;WG 3458;TOYOTA;HILUX D CAB 3.0;2007;CAFE GRISACEO;2;3;1;23-11-2016;3760
99061000-2;LIBERTY SEGUROS GENERALES;1;WG 3585;HONDA;FIT LX 1.4;2007;GRIS PLATA;2;3;1;23-11-2016;2819,7
99061000-2;LIBERTY SEGUROS GENERALES;7;WV 2066;HYUNDAI;SANTA FE 4X4 2.7 AUT;2007;PLATEADO;2;3;1;25-10-2016;3327,18
99061000-2;LIBERTY SEGUROS GENERALES;7;WW 1396;HYUNDAI;H1 SVX 2.5;2007;BLANCO;2;3;1;25-08-2016;3055
99061000-2;LIBERTY SEGUROS GENERALES;1;WY 4615;TOYOTA;AVENSIS LEI 2.0 AUT;2007;GRIS METALICO;2;3;1;23-11-2016;2811,66
99061000-2;LIBERTY SEGUROS GENERALES;1;XA 3519;TOYOTA;COROLLA GLI 1.6 AUT;2003;ROJO SUPER;2;3;1;27-09-2016;1804,8
99061000-2;LIBERTY SEGUROS GENERALES;1;YH 1003;HONDA;ACCORD 3.0 AUT;2005;BEIGE;2;3;1;23-11-2016;2411,66
99061000-2;LIBERTY SEGUROS GENERALES;1;YW 5435;TOYOTA;YARIS XLI 1.5;2007;BLANCO;2;3;1;23-11-2016;1997,5
99061000-2;LIBERTY SEGUROS GENERALES;1;YY 1730;MAZDA;3 1.6;2005;ROJO MICA;2;3;1;23-11-2016;2115
99061000-2;LIBERTY SEGUROS GENERALES;1;YZ 4390;HONDA;FIT EX 1.4 AUT;2005;GRIS PLATA;2;3;1;23-11-2016;2011,66
99061000-2;LIBERTY SEGUROS GENERALES;7;ZL 8401;SUZUKI;GRAND VITARA JLX;2006;BEIGE;2;3;1;23-11-2016;2162
99061000-2;LIBERTY SEGUROS GENERALES;7;ZP 9165;SSANGYONG;REXTON 2.9;2006;BLANCO;2;3;1;27-09-2016;3055
99061000-2;LIBERTY SEGUROS GENERALES;1;ZU 7301;TOYOTA;YARIS XLI 1.5;2007;VERDE CLARO MET;1;1;1;23-11-2016;985,81
99061000-2;LIBERTY SEGUROS GENERALES;2;ZY 2463;NISSAN;TERRANO;2006;BLANCO;1;1;1;23-11-2016;742
99147000-K;BCI SEGUROS GENERALES;5;BBG 014;TRIUMPH;STREET TRIPLE R 675CC;2015;BLANCO;2;3;1;23-11-2016;3300
99147000-K;BCI SEGUROS GENERALES;1;BBRT 45;KIA MOTORS;RIO JB EX 1.4;2008;ROJO TROPICAL;2;3;1;09-11-2016;1300
99147000-K;BCI SEGUROS GENERALES;2;BCDR 87;NISSAN;D22 TERRANO D CAB;2008;BLANCO;2;3;1;08-11-2016;2000
99147000-K;BCI SEGUROS GENERALES;1;BCZB 12;SUBARU;LEGACY 2.0R AWD AUT;2008;PLATEADO ACERO METAL;2;3;1;16-11-2016;1700
99147000-K;BCI SEGUROS GENERALES;1;BDXC 58;TOYOTA;YARIS SPORT XLI 1.3;2008;PLATEADO SILVER MICA;2;3;1;15-11-2016;1350
99147000-K;BCI SEGUROS GENERALES;2;BFCZ 75;MAZDA;BT50 DCAB SDX 4X4 2.5;2008;BLANCO;2;3;1;29-11-2016;3200
99147000-K;BCI SEGUROS GENERALES;1;BGCL 89;PORSCHE;911 CARRERA 2S COUPE;2008;AZUL MEDIANOCHE;2;3;1;30-11-2016;12000
99147000-K;BCI SEGUROS GENERALES;1;BHKF 94;RENAULT;LAGUNA 2.0 AUT;2007;GRIS PLATINO;2;3;1;15-11-2016;1200
99147000-K;BCI SEGUROS GENERALES;1;BKFH 30;CHEVROLET;VIVANT LS 1.6;2008;VERDE MINT;2;3;1;29-11-2016;900
99147000-K;BCI SEGUROS GENERALES;2;BKWG 24;HYUNDAI;PORTER HR GLS 2.5;2008;BLANCO;2;3;1;15-11-2016;3050
99147000-K;BCI SEGUROS GENERALES;1;BLSH 42;SUZUKI;SWIFT GL 1.5;2008;PLATEADO PLATA;2;3;1;15-11-2016;2000
99147000-K;BCI SEGUROS GENERALES;1;BPKK 33;VOLVO;S40 2.4;2008;PLATEADO METALIZADO;2;3;1;22-11-2016;3000
99147000-K;BCI SEGUROS GENERALES;1;BPLY 40;KIA MOTORS;RIO JB EX 1.4;2008;GRIS MARENGO;2;3;1;22-11-2016;1500
99147000-K;BCI SEGUROS GENERALES;1;BPRK 16;AUDI;A6 2.8 FSI MULTI;2009;GRIS OSTRA;2;3;1;23-11-2016;4000
99147000-K;BCI SEGUROS GENERALES;1;BRFY 15;SUZUKI;GRAND NOMADE GLX 2.0;2008;BEIGE CLARO;2;3;1;29-11-2016;1900
99147000-K;BCI SEGUROS GENERALES;1;BRGT 41;PEUGEOT;206 XLINE 1.6;2009;GRIS ALUMINIUM;1;1;1;26-10-2016;500
99147000-K;BCI SEGUROS GENERALES;1;BSGT 63;AUDI;TT 2.0 T FSI S TRONIC;2008;PLATEADO PLATA HIELO;2;3;1;29-11-2016;6200
99147000-K;BCI SEGUROS GENERALES;1;BTJV 29;TOYOTA;YARIS GLI 1.5;2009;PLATEADO SILVER MICA;2;3;1;29-11-2016;2600
99147000-K;BCI SEGUROS GENERALES;1;BVRB 58;KIA MOTORS;MORNING II EX 1.1;2009;AZUL DIAMANTE;2;3;1;22-11-2016;2200
99147000-K;BCI SEGUROS GENERALES;1;BVYV 78;NISSAN;TIIDA SE 1.6 AUT;2009;PLATEADO PLATA;2;3;1;08-11-2016;1000
99147000-K;BCI SEGUROS GENERALES;1;BYJW 33;SUZUKI;SX4 1.6;2010;BLANCO PERLA;1;1;1;27-10-2016;500
99147000-K;BCI SEGUROS GENERALES;2;BYST 22;TOYOTA;NEW HILUX D CAB 4X4 2.5;2009;GRIS OSCURO MICA MET;2;3;1;29-11-2016;3900
99147000-K;BCI SEGUROS GENERALES;1;BZCW 76;CHEVROLET;CORSA PLUS 1.6;2009;BEIGE ANTELOPE;2;3;1;29-11-2016;1200
99147000-K;BCI SEGUROS GENERALES;1;BZDV 47;CHEVROLET;AVEO LS 1.4;2009;BLANCO GALAXY;2;3;1;29-11-2016;1100
99147000-K;BCI SEGUROS GENERALES;1;CGZD 45;PORSCHE;CAYENNE 3.6 TIPTRONIC;2010;GRIS METEORO METALIZ;2;3;1;15-11-2016;4850
99147000-K;BCI SEGUROS GENERALES;1;CHCK 61;NISSAN;XTRAIL CLASSIC 4WD 2.5;2010;PLATEADO METALICO;2;3;1;29-11-2016;2000
99147000-K;BCI SEGUROS GENERALES;1;CHPW 47;SAMSUNG;SM7 3.5 AUT;2010;VERDE OLIVA;2;3;1;09-11-2016;1900
99147000-K;BCI SEGUROS GENERALES;1;CJVL 73;KIA MOTORS;RIO JB EX 1.4;2010;PLATEADO PLATA CLARO;2;3;1;29-11-2016;2000
99147000-K;BCI SEGUROS GENERALES;1;CKRP 79;MAZDA;3 V 1.6;2010;GRIS OSCURO;2;3;1;09-11-2016;2400
99147000-K;BCI SEGUROS GENERALES;7;CLPD 70;VOLKSWAGEN;TIGUAN FULL;2011;BLANCO BRILLANTE;2;3;1;16-11-2016;4800
99147000-K;BCI SEGUROS GENERALES;1;CLVL 84;NISSAN;QASHQAI CVT 2.0 AUT;2010;PLATEADO;2;3;1;08-11-2016;3450
99147000-K;BCI SEGUROS GENERALES;1;CLWF 36;HONDA;CR V EX 2.4 AUT;2011;GRIS PLATA;2;3;1;22-11-2016;2950
99147000-K;BCI SEGUROS GENERALES;1;CPGX 12;MAZDA;6 V 2.0 AUT;2010;GRIS OSCURO;2;3;1;23-11-2016;2800
99147000-K;BCI SEGUROS GENERALES;1;CPJT 53;MAZDA;3 1.6;2010;PLATEADO;2;3;1;09-11-2016;1400
99147000-K;BCI SEGUROS GENERALES;1;CPJY 25;KIA MOTORS;RIO JB EX DAB 1.4 AUT;2010;PLATEADO PLATA TITAN;2;3;1;29-11-2016;2800
99147000-K;BCI SEGUROS GENERALES;1;CPWZ 95;TOYOTA;URBAN CRUISER 1.3;2010;GRIS OSCURO METALICO;2;3;1;29-11-2016;2000
99147000-K;BCI SEGUROS GENERALES;2;CPXZ 59;MAZDA;BT 50 D CAB SDX 2.5;2010;VERDE OSCURO;2;3;1;29-11-2016;3200
99147000-K;BCI SEGUROS GENERALES;1;CRLV 96;HONDA;PILOT EXL 4X4 3.5 AUT;2011;GRIS GRAFITO;2;3;1;15-11-2016;4300
99147000-K;BCI SEGUROS GENERALES;1;CRWV 67;HYUNDAI;SANTA FE GLS 2.2;2010;BLANCO;2;3;1;23-11-2016;6200
99147000-K;BCI SEGUROS GENERALES;1;CRZB 98;HYUNDAI;SANTA FE FL GLS 2.4;2010;PLATEADO;2;3;1;16-11-2016;3400
99147000-K;BCI SEGUROS GENERALES;1;CSDL 54;CHEVROLET;CRUZE LS 1.8;2011;PLATEADO PLATA METAL;2;3;1;22-11-2016;2050
99147000-K;BCI SEGUROS GENERALES;1;CTGG 32;SUZUKI;CELERIO GLX 1.0;2011;PLATEADO;2;3;1;23-11-2016;2200
99147000-K;BCI SEGUROS GENERALES;2;CTXV 45;MITSUBISHI;L200 WORK CRM 2.5;2011;BLANCO;2;3;1;09-11-2016;3200
99147000-K;BCI SEGUROS GENERALES;1;CVYP 77;SUZUKI;GRAND NOMADE GLX SPORT 4X4 2.4;2011;PLATEADO;2;3;1;08-11-2016;3650
99147000-K;BCI SEGUROS GENERALES;1;CWFR 34;TOYOTA;AURIS 1.6;2011;PLATEADO SILVER META;2;3;1;29-11-2016;2900
99147000-K;BCI SEGUROS GENERALES;1;CWGY 22;SUZUKI;GRAND NOMADE GLX SPORT 2.4;2011;NEGRO;2;3;1;23-11-2016;2000
99147000-K;BCI SEGUROS GENERALES;2;CWHK 88;VOLKSWAGEN;AMAROK POWER PLUS TDI 4X4 2.0;2011;BLANCO;2;3;1;22-11-2016;4750
99147000-K;BCI SEGUROS GENERALES;7;CWLL 97;PEUGEOT;PARTNER M59 HDI 1.6;2011;BLANCO BANQUISE;2;3;1;08-11-2016;1900
